"","presence","year","julianday","tideangle_deg","mh","mon","Per2","Per4","Time6","Tide4"
"7474",0,2010,316,188,11,11,"RestOfYear","RestOfYear","MDay","3"
"23284",1,2012,320,226,21,11,"RestOfYear","RestOfYear","PM2","4"
"5593",1,2010,237,40,2,8,"RestOfYear","RestOfYear","MNight","1"
"5871",0,2010,248,180,16,9,"RestOfYear","RestOfYear","PM1","3"
"13700",1,2011,212,259,22,7,"RestOfYear","RestOfYear","PM2","4"
"8045",0,2010,340,164,6,12,"RestOfYear","RestOfYear","AM1","3"
"16382",0,2011,332,250,11,11,"RestOfYear","RestOfYear","MDay","4"
"40505",0,2015,78,276,9,3,"RestOfYear","RestOfYear","AM2","4"
"46580",0,2015,334,282,13,11,"RestOfYear","RestOfYear","MDay","4"
"4259",1,2010,181,270,12,6,"RestOfYear","RestOfYear","MDay","4"
"24296",0,2013,122,114,22,5,"MayJun","MayJun1","PM2","2"
"8809",0,2011,7,352,2,1,"RestOfYear","RestOfYear","MNight","1"
"14172",0,2011,232,293,14,8,"RestOfYear","RestOfYear","MDay","4"
"46456",0,2015,329,280,9,11,"RestOfYear","RestOfYear","AM2","4"
"35589",0,2014,234,34,12,8,"RestOfYear","RestOfYear","MDay","1"
"40872",0,2015,93,147,17,4,"RestOfYear","RestOfYear","PM1","3"
"28675",0,2013,307,270,9,11,"RestOfYear","RestOfYear","AM2","4"
"26467",0,2013,214,2,9,8,"RestOfYear","RestOfYear","AM2","1"
"13192",0,2011,191,303,18,7,"RestOfYear","RestOfYear","PM1","4"
"21540",1,2012,247,91,5,9,"RestOfYear","RestOfYear","AM1","2"
"17109",0,2011,362,87,18,12,"RestOfYear","RestOfYear","PM1","2"
"915",0,2010,40,178,3,2,"RestOfYear","RestOfYear","AM1","3"
"6364",1,2010,269,96,5,9,"RestOfYear","RestOfYear","AM1","2"
"6799",1,2010,288,61,8,10,"RestOfYear","RestOfYear","AM2","2"
"2513",0,2010,107,114,18,4,"RestOfYear","RestOfYear","PM1","2"
"1627",0,2010,70,264,19,3,"RestOfYear","RestOfYear","PM2","4"
"42775",0,2015,173,219,24,6,"MayJun","MayJun3","MNight","3"
"6562",0,2010,277,49,11,10,"RestOfYear","RestOfYear","MDay","2"
"29808",0,2013,355,337,14,12,"RestOfYear","RestOfYear","MDay","1"
"9328",0,2011,28,288,17,1,"RestOfYear","RestOfYear","PM1","4"
"12230",0,2011,150,156,16,5,"MayJun","MayJun2","PM1","3"
"46103",0,2015,314,125,16,11,"RestOfYear","RestOfYear","PM1","2"
"46024",0,2015,311,334,9,11,"RestOfYear","RestOfYear","AM2","1"
"19248",1,2012,150,316,17,5,"MayJun","MayJun2","PM1","1"
"13991",0,2011,225,31,1,8,"RestOfYear","RestOfYear","MNight","1"
"28964",0,2013,319,334,10,11,"RestOfYear","RestOfYear","AM2","1"
"21496",0,2012,245,242,9,9,"RestOfYear","RestOfYear","AM2","4"
"14782",1,2011,257,300,24,9,"RestOfYear","RestOfYear","MNight","4"
"33065",1,2014,128,38,8,5,"MayJun","MayJun1","AM2","1"
"41931",0,2015,138,218,20,5,"MayJun","MayJun1","PM2","3"
"33810",0,2014,159,31,9,6,"MayJun","MayJun2","AM2","1"
"46810",0,2015,344,106,3,12,"RestOfYear","RestOfYear","AM1","2"
"8907",0,2011,11,344,4,1,"RestOfYear","RestOfYear","AM1","1"
"28355",1,2013,294,340,1,10,"RestOfYear","RestOfYear","MNight","1"
"22114",1,2012,271,145,3,9,"RestOfYear","RestOfYear","AM1","3"
"13763",0,2011,215,300,13,8,"RestOfYear","RestOfYear","MDay","4"
"10990",0,2011,98,262,24,4,"RestOfYear","RestOfYear","MNight","4"
"40627",0,2015,83,230,11,3,"RestOfYear","RestOfYear","MDay","4"
"21962",0,2012,264,109,19,9,"RestOfYear","RestOfYear","PM2","2"
"36704",0,2014,280,326,23,10,"RestOfYear","RestOfYear","MNight","1"
"3096",0,2010,132,56,1,5,"MayJun","MayJun1","MNight","2"
"45044",0,2015,269,58,13,9,"RestOfYear","RestOfYear","MDay","2"
"9381",0,2011,30,350,22,2,"RestOfYear","RestOfYear","PM2","1"
"15364",0,2011,282,216,6,10,"RestOfYear","RestOfYear","AM1","3"
"35342",1,2014,224,111,5,8,"RestOfYear","RestOfYear","AM1","2"
"4626",0,2010,196,107,19,7,"RestOfYear","RestOfYear","PM2","2"
"20034",1,2012,183,30,11,7,"RestOfYear","RestOfYear","MDay","1"
"43876",0,2015,220,56,21,8,"RestOfYear","RestOfYear","PM2","2"
"8340",0,2010,352,82,13,12,"RestOfYear","RestOfYear","MDay","2"
"356",0,2010,16,197,20,1,"RestOfYear","RestOfYear","PM2","3"
"13674",0,2011,211,224,20,7,"RestOfYear","RestOfYear","PM2","3"
"31243",0,2014,50,182,9,2,"RestOfYear","RestOfYear","AM2","3"
"19203",0,2012,148,99,20,5,"MayJun","MayJun2","PM2","2"
"22887",0,2012,303,237,8,10,"RestOfYear","RestOfYear","AM2","4"
"20150",1,2012,188,144,7,7,"RestOfYear","RestOfYear","AM2","3"
"30518",0,2014,20,39,4,1,"RestOfYear","RestOfYear","AM1","1"
"41939",0,2015,139,88,4,5,"MayJun","MayJun1","AM1","2"
"6365",0,2010,269,125,6,9,"RestOfYear","RestOfYear","AM1","2"
"24567",1,2013,134,67,5,5,"MayJun","MayJun1","AM1","2"
"23875",0,2013,105,172,9,4,"RestOfYear","RestOfYear","AM2","3"
"34169",0,2014,174,316,8,6,"MayJun","MayJun3","AM2","1"
"43469",0,2015,203,162,22,7,"RestOfYear","RestOfYear","PM2","3"
"28930",1,2013,317,75,24,11,"RestOfYear","RestOfYear","MNight","2"
"11288",1,2011,111,221,10,4,"RestOfYear","RestOfYear","AM2","3"
"31819",0,2014,74,270,9,3,"RestOfYear","RestOfYear","AM2","4"
"5331",1,2010,226,26,4,8,"RestOfYear","RestOfYear","AM1","1"
"35852",0,2014,245,175,11,9,"RestOfYear","RestOfYear","MDay","3"
"41728",0,2015,130,136,9,5,"MayJun","MayJun1","AM2","3"
"1879",0,2010,81,86,7,3,"RestOfYear","RestOfYear","AM2","2"
"9536",1,2011,37,195,9,2,"RestOfYear","RestOfYear","AM2","3"
"31038",0,2014,41,303,20,2,"RestOfYear","RestOfYear","PM2","4"
"28830",0,2013,313,97,20,11,"RestOfYear","RestOfYear","PM2","2"
"26167",1,2013,201,312,21,7,"RestOfYear","RestOfYear","PM2","4"
"11314",1,2011,112,256,12,4,"RestOfYear","RestOfYear","MDay","4"
"10779",0,2011,90,180,5,3,"RestOfYear","RestOfYear","AM1","3"
"9361",1,2011,30,139,2,2,"RestOfYear","RestOfYear","MNight","3"
"25423",1,2013,169,40,21,6,"MayJun","MayJun3","PM2","1"
"3199",0,2010,136,187,8,5,"MayJun","MayJun1","AM2","3"
"13878",0,2011,220,26,8,8,"RestOfYear","RestOfYear","AM2","1"
"33863",0,2014,161,117,14,6,"MayJun","MayJun3","MDay","2"
"24812",0,2013,144,312,10,5,"MayJun","MayJun2","AM2","4"
"39859",0,2015,51,280,11,2,"RestOfYear","RestOfYear","MDay","4"
"40758",0,2015,88,61,23,3,"RestOfYear","RestOfYear","MNight","2"
"40685",0,2015,85,117,21,3,"RestOfYear","RestOfYear","PM2","2"
"10924",1,2011,96,123,6,4,"RestOfYear","RestOfYear","AM1","2"
"23775",0,2013,101,118,5,4,"RestOfYear","RestOfYear","AM1","2"
"44729",0,2015,256,279,10,9,"RestOfYear","RestOfYear","AM2","4"
"38245",0,2014,349,325,5,12,"RestOfYear","RestOfYear","AM1","1"
"41654",0,2015,127,142,7,5,"MayJun","MayJun1","AM2","3"
"34027",1,2014,168,194,10,6,"MayJun","MayJun3","AM2","3"
"35714",0,2014,239,98,17,8,"RestOfYear","RestOfYear","PM1","2"
"27849",0,2013,272,86,23,9,"RestOfYear","RestOfYear","MNight","2"
"22511",1,2012,287,150,16,10,"RestOfYear","RestOfYear","PM1","3"
"34967",1,2014,208,28,14,7,"RestOfYear","RestOfYear","MDay","1"
"31904",0,2014,77,246,22,3,"RestOfYear","RestOfYear","PM2","4"
"27467",1,2013,257,192,1,9,"RestOfYear","RestOfYear","MNight","3"
"5587",0,2010,236,211,20,8,"RestOfYear","RestOfYear","PM2","3"
"28092",1,2013,283,312,2,10,"RestOfYear","RestOfYear","MNight","4"
"3162",1,2010,134,192,19,5,"MayJun","MayJun1","PM2","3"
"24319",0,2013,123,50,21,5,"MayJun","MayJun1","PM2","2"
"41020",0,2015,100,139,21,4,"RestOfYear","RestOfYear","PM2","3"
"15193",1,2011,275,345,3,10,"RestOfYear","RestOfYear","AM1","1"
"8031",1,2010,339,117,16,12,"RestOfYear","RestOfYear","PM1","2"
"20200",1,2012,190,160,9,7,"RestOfYear","RestOfYear","AM2","3"
"40512",0,2015,78,131,16,3,"RestOfYear","RestOfYear","PM1","2"
"10541",0,2011,80,137,6,3,"RestOfYear","RestOfYear","AM1","3"
"40961",0,2015,97,236,10,4,"RestOfYear","RestOfYear","AM2","4"
"1826",0,2010,79,338,2,3,"RestOfYear","RestOfYear","MNight","1"
"44909",1,2015,263,160,22,9,"RestOfYear","RestOfYear","PM2","3"
"41713",0,2015,129,55,18,5,"MayJun","MayJun1","PM1","2"
"22090",0,2012,270,177,3,9,"RestOfYear","RestOfYear","AM1","3"
"47251",0,2015,362,283,12,12,"RestOfYear","RestOfYear","MDay","4"
"1881",0,2010,81,144,9,3,"RestOfYear","RestOfYear","AM2","3"
"43420",1,2015,201,165,21,7,"RestOfYear","RestOfYear","PM2","3"
"25789",1,2013,185,165,3,7,"RestOfYear","RestOfYear","AM1","3"
"24168",0,2013,117,15,14,4,"RestOfYear","RestOfYear","MDay","1"
"7052",1,2010,298,213,21,10,"RestOfYear","RestOfYear","PM2","3"
"44219",0,2015,235,315,4,8,"RestOfYear","RestOfYear","AM1","4"
"1228",0,2010,53,322,4,2,"RestOfYear","RestOfYear","AM1","1"
"33815",0,2014,159,172,14,6,"MayJun","MayJun2","MDay","3"
"12681",0,2011,169,261,11,6,"MayJun","MayJun3","MDay","4"
"6259",1,2010,264,239,20,9,"RestOfYear","RestOfYear","PM2","4"
"2062",0,2010,88,324,23,3,"RestOfYear","RestOfYear","MNight","1"
"7253",0,2010,307,254,6,11,"RestOfYear","RestOfYear","AM1","4"
"4621",1,2010,196,324,14,7,"RestOfYear","RestOfYear","MDay","1"
"43112",0,2015,189,239,1,7,"RestOfYear","RestOfYear","MNight","4"
"42503",1,2015,162,248,16,6,"MayJun","MayJun3","PM1","4"
"42128",0,2015,147,176,1,5,"MayJun","MayJun2","MNight","3"
"17203",0,2012,1,301,16,1,"RestOfYear","RestOfYear","PM1","4"
"15093",0,2011,270,309,23,9,"RestOfYear","RestOfYear","MNight","4"
"39936",0,2015,54,9,16,2,"RestOfYear","RestOfYear","PM1","1"
"25654",1,2013,179,234,12,6,"MayJun","MayJun3","MDay","4"
"40860",1,2015,93,149,5,4,"RestOfYear","RestOfYear","AM1","3"
"15355",1,2011,281,300,21,10,"RestOfYear","RestOfYear","PM2","4"
"7115",0,2010,301,255,12,10,"RestOfYear","RestOfYear","MDay","4"
"1157",0,2010,50,51,5,2,"RestOfYear","RestOfYear","AM1","2"
"26549",0,2013,218,192,19,8,"RestOfYear","RestOfYear","PM2","3"
"4207",1,2010,179,189,8,6,"MayJun","MayJun3","AM2","3"
"42444",0,2015,160,1,5,6,"MayJun","MayJun2","AM1","1"
"16442",0,2011,334,200,23,11,"RestOfYear","RestOfYear","MNight","3"
"18766",1,2012,130,1,15,5,"MayJun","MayJun1","PM1","1"
"16040",1,2011,318,88,5,11,"RestOfYear","RestOfYear","AM1","2"
"42169",0,2015,148,281,18,5,"MayJun","MayJun2","PM1","4"
"15557",0,2011,290,120,7,10,"RestOfYear","RestOfYear","AM2","2"
"34526",1,2014,190,235,5,7,"RestOfYear","RestOfYear","AM1","4"
"6749",0,2010,286,59,6,10,"RestOfYear","RestOfYear","AM1","2"
"29089",0,2013,324,29,15,11,"RestOfYear","RestOfYear","PM1","1"
"37241",0,2014,303,99,8,10,"RestOfYear","RestOfYear","AM2","2"
"35783",1,2014,242,326,14,8,"RestOfYear","RestOfYear","MDay","1"
"37990",0,2014,334,185,13,11,"RestOfYear","RestOfYear","MDay","3"
"14040",0,2011,227,23,2,8,"RestOfYear","RestOfYear","MNight","1"
"21412",0,2012,241,307,21,8,"RestOfYear","RestOfYear","PM2","4"
"9745",0,2011,46,136,2,2,"RestOfYear","RestOfYear","MNight","3"
"12659",0,2011,168,340,13,6,"MayJun","MayJun3","MDay","1"
"7212",0,2010,305,153,13,11,"RestOfYear","RestOfYear","MDay","3"
"45807",0,2015,302,197,8,10,"RestOfYear","RestOfYear","AM2","3"
"502",0,2010,22,160,22,1,"RestOfYear","RestOfYear","PM2","3"
"28864",0,2013,315,344,6,11,"RestOfYear","RestOfYear","AM1","1"
"13834",1,2011,218,205,12,8,"RestOfYear","RestOfYear","MDay","3"
"1442",0,2010,63,338,2,3,"RestOfYear","RestOfYear","MNight","1"
"10137",0,2011,63,289,10,3,"RestOfYear","RestOfYear","AM2","4"
"5892",0,2010,249,66,13,9,"RestOfYear","RestOfYear","MDay","2"
"39928",0,2015,54,132,8,2,"RestOfYear","RestOfYear","AM2","2"
"30461",0,2014,17,168,19,1,"RestOfYear","RestOfYear","PM2","3"
"24437",1,2013,128,219,19,5,"MayJun","MayJun1","PM2","3"
"14325",0,2011,238,19,23,8,"RestOfYear","RestOfYear","MNight","1"
"24770",0,2013,142,180,16,5,"MayJun","MayJun2","PM1","3"
"15984",0,2011,315,242,21,11,"RestOfYear","RestOfYear","PM2","4"
"36167",1,2014,258,276,14,9,"RestOfYear","RestOfYear","MDay","4"
"35628",1,2014,236,98,3,8,"RestOfYear","RestOfYear","AM1","2"
"26860",0,2013,231,198,18,8,"RestOfYear","RestOfYear","PM1","3"
"6390",1,2010,270,140,7,9,"RestOfYear","RestOfYear","AM2","3"
"14041",0,2011,227,52,3,8,"RestOfYear","RestOfYear","AM1","2"
"46540",1,2015,332,200,21,11,"RestOfYear","RestOfYear","PM2","3"
"267",0,2010,13,110,3,1,"RestOfYear","RestOfYear","AM1","2"
"8530",0,2010,360,209,11,12,"RestOfYear","RestOfYear","MDay","3"
"17353",0,2012,7,316,22,1,"RestOfYear","RestOfYear","PM2","1"
"98",0,2010,6,292,2,1,"RestOfYear","RestOfYear","MNight","4"
"47258",0,2015,362,130,19,12,"RestOfYear","RestOfYear","PM2","2"
"5559",1,2010,235,112,16,8,"RestOfYear","RestOfYear","PM1","2"
"24096",0,2013,114,82,14,4,"RestOfYear","RestOfYear","MDay","2"
"11228",1,2011,108,282,22,4,"RestOfYear","RestOfYear","PM2","4"
"23537",0,2012,331,325,10,11,"RestOfYear","RestOfYear","AM2","1"
"41869",0,2015,136,212,6,5,"MayJun","MayJun1","AM1","3"
"34634",1,2014,194,110,17,7,"RestOfYear","RestOfYear","PM1","2"
"7202",0,2010,305,236,3,11,"RestOfYear","RestOfYear","AM1","4"
"29490",0,2013,342,108,8,12,"RestOfYear","RestOfYear","AM2","2"
"25010",0,2013,152,284,16,6,"MayJun","MayJun2","PM1","4"
"11277",0,2011,110,260,23,4,"RestOfYear","RestOfYear","MNight","4"
"37376",1,2014,308,16,23,11,"RestOfYear","RestOfYear","MNight","1"
"29108",0,2013,325,225,10,11,"RestOfYear","RestOfYear","AM2","3"
"8114",1,2010,343,11,3,12,"RestOfYear","RestOfYear","AM1","1"
"63",0,2010,4,349,15,1,"RestOfYear","RestOfYear","PM1","1"
"23214",1,2012,317,344,23,11,"RestOfYear","RestOfYear","MNight","1"
"30173",1,2014,5,105,19,1,"RestOfYear","RestOfYear","PM2","2"
"21782",0,2012,257,262,7,9,"RestOfYear","RestOfYear","AM2","4"
"29463",0,2013,341,47,5,12,"RestOfYear","RestOfYear","AM1","2"
"3080",0,2010,131,302,9,5,"MayJun","MayJun1","AM2","4"
"35839",0,2014,244,162,22,9,"RestOfYear","RestOfYear","PM2","3"
"40536",0,2015,79,111,16,3,"RestOfYear","RestOfYear","PM1","2"
"33257",0,2014,136,200,8,5,"MayJun","MayJun1","AM2","3"
"5954",0,2010,252,73,3,9,"RestOfYear","RestOfYear","AM1","2"
"30647",0,2014,25,190,13,1,"RestOfYear","RestOfYear","MDay","3"
"44847",0,2015,261,146,8,9,"RestOfYear","RestOfYear","AM2","3"
"18886",1,2012,135,225,15,5,"MayJun","MayJun1","PM1","3"
"33917",1,2014,163,241,20,6,"MayJun","MayJun3","PM2","4"
"18897",0,2012,136,165,2,5,"MayJun","MayJun1","MNight","3"
"19345",0,2012,154,223,18,6,"MayJun","MayJun2","PM1","3"
"18668",0,2012,126,43,13,5,"MayJun","MayJun1","MDay","1"
"31990",0,2014,81,241,12,3,"RestOfYear","RestOfYear","MDay","4"
"11427",1,2011,117,243,5,4,"RestOfYear","RestOfYear","AM1","4"
"39371",0,2015,31,154,3,2,"RestOfYear","RestOfYear","AM1","3"
"32002",0,2014,81,227,24,3,"RestOfYear","RestOfYear","MNight","4"
"35738",0,2014,240,82,17,8,"RestOfYear","RestOfYear","PM1","2"
"26627",0,2013,222,317,1,8,"RestOfYear","RestOfYear","MNight","1"
"23099",0,2012,313,284,4,11,"RestOfYear","RestOfYear","AM1","4"
"24561",0,2013,133,248,23,5,"MayJun","MayJun1","MNight","4"
"39183",0,2015,23,135,7,1,"RestOfYear","RestOfYear","AM2","2"
"5680",0,2010,240,69,17,8,"RestOfYear","RestOfYear","PM1","2"
"44397",0,2015,242,31,14,8,"RestOfYear","RestOfYear","MDay","1"
"32500",0,2014,104,207,19,4,"RestOfYear","RestOfYear","PM2","3"
"9055",0,2011,17,295,8,1,"RestOfYear","RestOfYear","AM2","4"
"21532",0,2012,246,209,21,9,"RestOfYear","RestOfYear","PM2","3"
"27039",1,2013,239,18,5,8,"RestOfYear","RestOfYear","AM1","1"
"26672",0,2013,223,198,22,8,"RestOfYear","RestOfYear","PM2","3"
"30508",0,2014,19,104,18,1,"RestOfYear","RestOfYear","PM1","2"
"15836",0,2011,301,253,22,10,"RestOfYear","RestOfYear","PM2","4"
"46047",0,2015,312,285,8,11,"RestOfYear","RestOfYear","AM2","4"
"40441",0,2015,75,246,17,3,"RestOfYear","RestOfYear","PM1","4"
"1525",0,2010,66,236,13,3,"RestOfYear","RestOfYear","MDay","4"
"35150",0,2014,216,346,5,8,"RestOfYear","RestOfYear","AM1","1"
"18175",0,2012,42,42,4,2,"RestOfYear","RestOfYear","AM1","1"
"20776",1,2012,215,253,9,8,"RestOfYear","RestOfYear","AM2","4"
"6031",0,2010,255,152,8,9,"RestOfYear","RestOfYear","AM2","3"
"28599",0,2013,304,219,5,10,"RestOfYear","RestOfYear","AM1","3"
"36149",0,2014,257,111,20,9,"RestOfYear","RestOfYear","PM2","2"
"11310",1,2011,112,142,8,4,"RestOfYear","RestOfYear","AM2","3"
"7390",1,2010,312,270,23,11,"RestOfYear","RestOfYear","MNight","4"
"5110",0,2010,216,118,23,8,"RestOfYear","RestOfYear","MNight","2"
"17722",0,2012,23,197,7,1,"RestOfYear","RestOfYear","AM2","3"
"44739",0,2015,256,208,20,9,"RestOfYear","RestOfYear","PM2","3"
"16724",1,2011,346,103,17,12,"RestOfYear","RestOfYear","PM1","2"
"39136",0,2015,21,210,8,1,"RestOfYear","RestOfYear","AM2","3"
"15476",1,2011,286,258,22,10,"RestOfYear","RestOfYear","PM2","4"
"2734",0,2010,116,356,23,4,"RestOfYear","RestOfYear","MNight","1"
"2411",1,2010,103,9,12,4,"RestOfYear","RestOfYear","MDay","1"
"37397",1,2014,309,252,20,11,"RestOfYear","RestOfYear","PM2","4"
"20152",0,2012,188,201,9,7,"RestOfYear","RestOfYear","AM2","3"
"40515",0,2015,78,216,19,3,"RestOfYear","RestOfYear","PM2","3"
"36215",0,2014,260,214,14,9,"RestOfYear","RestOfYear","MDay","3"
"22008",0,2012,266,5,17,9,"RestOfYear","RestOfYear","PM1","1"
"30482",0,2014,18,62,16,1,"RestOfYear","RestOfYear","PM1","2"
"3616",0,2010,153,23,17,6,"MayJun","MayJun2","PM1","1"
"12883",0,2011,177,8,21,6,"MayJun","MayJun3","PM2","1"
"4664",0,2010,198,137,9,7,"RestOfYear","RestOfYear","AM2","3"
"41428",0,2015,117,37,21,4,"RestOfYear","RestOfYear","PM2","1"
"10299",0,2011,70,7,4,3,"RestOfYear","RestOfYear","AM1","1"
"23213",0,2012,317,316,22,11,"RestOfYear","RestOfYear","PM2","1"
"26461",0,2013,214,192,3,8,"RestOfYear","RestOfYear","AM1","3"
"8410",0,2010,355,321,11,12,"RestOfYear","RestOfYear","MDay","1"
"12665",1,2011,168,152,19,6,"MayJun","MayJun3","PM2","3"
"3580",0,2010,152,59,5,6,"MayJun","MayJun2","AM1","2"
"19711",0,2012,169,20,24,6,"MayJun","MayJun3","MNight","1"
"31076",0,2014,43,315,10,2,"RestOfYear","RestOfYear","AM2","4"
"40370",0,2015,72,20,18,3,"RestOfYear","RestOfYear","PM1","1"
"79",0,2010,5,97,7,1,"RestOfYear","RestOfYear","AM2","2"
"1388",1,2010,59,237,20,2,"RestOfYear","RestOfYear","PM2","4"
"20261",1,2012,192,135,22,7,"RestOfYear","RestOfYear","PM2","2"
"4962",1,2010,210,125,19,7,"RestOfYear","RestOfYear","PM2","2"
"27828",1,2013,272,202,2,9,"RestOfYear","RestOfYear","MNight","3"
"4660",0,2010,198,22,5,7,"RestOfYear","RestOfYear","AM1","1"
"25823",0,2013,186,66,13,7,"RestOfYear","RestOfYear","MDay","2"
"16339",0,2011,330,87,16,11,"RestOfYear","RestOfYear","PM1","2"
"46072",0,2015,313,297,9,11,"RestOfYear","RestOfYear","AM2","4"
"27509",0,2013,258,288,19,9,"RestOfYear","RestOfYear","PM2","4"
"4282",0,2010,182,225,11,6,"RestOfYear","RestOfYear","MDay","3"
"12557",1,2011,164,269,7,6,"MayJun","MayJun3","AM2","4"
"40697",0,2015,86,107,9,3,"RestOfYear","RestOfYear","AM2","2"
"27308",0,2013,250,254,10,9,"RestOfYear","RestOfYear","AM2","4"
"32151",0,2014,88,169,5,3,"RestOfYear","RestOfYear","AM1","3"
"9362",1,2011,30,167,3,2,"RestOfYear","RestOfYear","AM1","3"
"2123",0,2010,91,299,12,4,"RestOfYear","RestOfYear","MDay","4"
"33836",1,2014,160,59,11,6,"MayJun","MayJun2","MDay","2"
"5280",0,2010,224,332,1,8,"RestOfYear","RestOfYear","MNight","1"
"45666",0,2015,296,72,11,10,"RestOfYear","RestOfYear","MDay","2"
"38312",0,2014,351,94,24,12,"RestOfYear","RestOfYear","MNight","2"
"13917",1,2011,221,59,23,8,"RestOfYear","RestOfYear","MNight","2"
"656",0,2010,29,250,8,1,"RestOfYear","RestOfYear","AM2","4"
"26095",1,2013,197,88,21,7,"RestOfYear","RestOfYear","PM2","2"
"38872",0,2015,10,137,8,1,"RestOfYear","RestOfYear","AM2","3"
"5222",0,2010,221,91,15,8,"RestOfYear","RestOfYear","PM1","2"
"45471",0,2015,288,191,8,10,"RestOfYear","RestOfYear","AM2","3"
"45675",1,2015,296,318,20,10,"RestOfYear","RestOfYear","PM2","1"
"34767",0,2014,200,17,6,7,"RestOfYear","RestOfYear","AM1","1"
"18251",1,2012,45,96,8,2,"RestOfYear","RestOfYear","AM2","2"
"7138",0,2010,302,200,11,10,"RestOfYear","RestOfYear","MDay","3"
"29595",0,2013,346,235,17,12,"RestOfYear","RestOfYear","PM1","4"
"31382",0,2014,56,230,4,2,"RestOfYear","RestOfYear","AM1","4"
"28532",0,2013,301,87,10,10,"RestOfYear","RestOfYear","AM2","2"
"34923",0,2014,206,177,18,7,"RestOfYear","RestOfYear","PM1","3"
"18217",0,2012,43,188,22,2,"RestOfYear","RestOfYear","PM2","3"
"45763",0,2015,300,356,12,10,"RestOfYear","RestOfYear","MDay","1"
"11234",1,2011,109,90,4,4,"RestOfYear","RestOfYear","AM1","2"
"38445",0,2014,357,349,13,12,"RestOfYear","RestOfYear","MDay","1"
"40093",0,2015,61,186,5,3,"RestOfYear","RestOfYear","AM1","3"
"5598",1,2010,237,184,7,8,"RestOfYear","RestOfYear","AM2","3"
"7808",0,2010,330,170,9,11,"RestOfYear","RestOfYear","AM2","3"
"28014",0,2013,279,198,20,10,"RestOfYear","RestOfYear","PM2","3"
"12464",0,2011,160,126,10,6,"MayJun","MayJun2","AM2","2"
"4332",1,2010,184,248,13,7,"RestOfYear","RestOfYear","MDay","4"
"2311",1,2010,99,296,8,4,"RestOfYear","RestOfYear","AM2","4"
"39213",0,2015,24,286,13,1,"RestOfYear","RestOfYear","MDay","4"
"42572",1,2015,165,71,13,6,"MayJun","MayJun3","MDay","2"
"37732",0,2014,323,251,19,11,"RestOfYear","RestOfYear","PM2","4"
"10130",0,2011,63,79,3,3,"RestOfYear","RestOfYear","AM1","2"
"18128",0,2012,40,109,5,2,"RestOfYear","RestOfYear","AM1","2"
"46185",0,2015,318,10,2,11,"RestOfYear","RestOfYear","MNight","1"
"7120",0,2010,301,43,17,10,"RestOfYear","RestOfYear","PM1","1"
"30808",0,2014,32,135,6,2,"RestOfYear","RestOfYear","AM1","2"
"44116",0,2015,230,181,21,8,"RestOfYear","RestOfYear","PM2","3"
"33186",1,2014,133,286,9,5,"MayJun","MayJun1","AM2","4"
"18573",0,2012,122,185,14,5,"MayJun","MayJun1","MDay","3"
"22429",0,2012,284,314,6,10,"RestOfYear","RestOfYear","AM1","4"
"1833",0,2010,79,181,9,3,"RestOfYear","RestOfYear","AM2","3"
"25953",1,2013,191,265,23,7,"RestOfYear","RestOfYear","MNight","4"
"14641",0,2011,252,143,3,9,"RestOfYear","RestOfYear","AM1","3"
"12814",0,2011,174,172,24,6,"MayJun","MayJun3","MNight","3"
"9243",0,2011,25,356,4,1,"RestOfYear","RestOfYear","AM1","1"
"665",0,2010,29,156,17,1,"RestOfYear","RestOfYear","PM1","3"
"32800",0,2014,117,236,7,4,"RestOfYear","RestOfYear","AM2","4"
"18264",0,2012,45,111,21,2,"RestOfYear","RestOfYear","PM2","2"
"27101",1,2013,241,16,19,8,"RestOfYear","RestOfYear","PM2","1"
"10820",0,2011,91,307,22,4,"RestOfYear","RestOfYear","PM2","4"
"7816",1,2010,330,47,17,11,"RestOfYear","RestOfYear","PM1","2"
"39208",0,2015,24,142,8,1,"RestOfYear","RestOfYear","AM2","3"
"25203",0,2013,160,117,17,6,"MayJun","MayJun2","PM1","2"
